j,eta
18.66787259705544,-3.7030608299248082
18.65378295486747,-3.700980850766109
18.639693347055392,-3.6989002150930914
18.625603773678552,-3.6968189220212873
18.611514234796473,-3.6947369706640507
18.597424730468845,-3.692654360132542
18.58333526075553,-3.690571089535727
18.569245825716564,-3.688487157980371
18.555156425412157,-3.68640256457102
18.541067059902694,-3.6843173084100034
18.526977729248735,-3.6822313885974225
18.512888433511012,-3.680144804231139
18.49879917275044,-3.678057554406771
18.484709947028108,-3.675969638217684
18.47062075640528,-3.6738810547549803
18.4565316009434,-3.6717918031074928
18.4424424807041,-3.6697018823617755
18.428353395749177,-3.6676112916020958
18.41426434614062,-3.665520029910427
18.400175331940595,-3.6634280963664345
18.386086353211454,-3.6613354900474793
18.37199741001573,-3.6592422100285926
18.35790850241614,-3.6571482553824826
18.343819630475586,-3.6550536251795136
18.329730794257156,-3.6529583184877095
18.315641993824123,-3.6508623343727336
18.301553229239946,-3.648765671897888
18.287464500568277,-3.646668330124097
18.273375807872952,-3.6445703081099077
18.259287151217997,-3.6424716049114703
18.24519853066763,-3.6403722195825434
18.231109946286256,-3.6382721511744696
18.21702139813848,-3.636171398736171
18.20293288628909,-3.6340699613141507
18.188844410803075,-3.631967837952472
18.174755971745615,-3.6298650276927495
18.160667569182085,-3.6277615295741437
18.146579203178053,-3.6256573426333554
18.13249087379929,-3.623552465904604
18.118402581111766,-3.621446898419635
18.10431432518164,-3.6193406392076937
18.090226106075278,-3.617233687295529
18.076137923859243,-3.615126041707375
18.062049778600297,-3.613017701464944
18.04796167036541,-3.6109086655874227
18.033873599221753,-3.608798933091452
18.0197855652367,-3.6066885029911253
18.005697568477824,-3.604577374297977
17.99160960901291,-3.6024655460209694
17.977521686909952,-3.600353017166485
17.96343380223714,-3.598239786738322
17.949345955062885,-3.5961258537376697
17.935258145455794,-3.594011217163119
17.921170373484696,-3.591895876010631
17.907082639218626,-3.589779829273546
17.892994942726826,-3.5876630759425567
17.87890728407876,-3.58554561500571
17.864819663344097,-3.5834274454483914
17.850732080592724,-3.5813085662533144
17.836644535894745,-3.579188976400515
17.822557029320482,-3.5770686748673297
17.808469560940466,-3.5749476606284025
17.794382130825454,-3.5728259326556553
17.780294739046422,-3.570703489918296
17.766207385674562,-3.56858033138279
17.75212007078129,-3.566456456012863
17.738032794438247,-3.564331862769484
17.72394555671729,-3.5622065506108522
17.709858357690504,-3.560080518492393
17.6957711974302,-3.5579537653667472
17.681684076008917,-3.5558262901837456
17.667596993499416,-3.5536980918904173
17.65350994997469,-3.5515691694309672
17.63942294550796,-3.5494395217467676
17.62533598017268,-3.547309147776344
17.611249054042528,-3.5451780464553737
17.597162167191424,-3.543046216716658
17.583075319693513,-3.5409136574901283
17.56898851162318,-3.5387803677028202
17.55490174305504,-3.5366463462788715
17.540815014063952,-3.534511592139508
17.52672832472501,-3.532376104203025
17.51264167511354,-3.530239881384791
17.498555065305116,-3.5281029225972147
17.48446849537555,-3.525965226749758
17.470381965400893,-3.5238267927489013
17.456295475457445,-3.5216876194981444
17.442209025621747,-3.5195477058979874
17.428122615970583,-3.5174070508459323
17.414036246580988,-3.515265653236448
17.399949917530243,-3.51312351196098
17.385863628895876,-3.5109806259079277
