r,v,eta,stable
0.05431764398854607,-1.92210408792691,-4.9996670239211785,true
0.054320229631569565,-1.922023640404404,-4.9993937177754235,true
0.054323863465135534,-1.921910603817946,-4.999009723795929,true
0.05432897098622498,-1.9217517719774406,-4.998470214536222,true
0.054336150973889205,-1.9215285827557724,-4.997712208532568,true
0.054346246601974624,-1.9212149416817892,-4.996647218999877,true
0.05436044626628198,-1.9207741569966696,-4.9951509262995994,true
0.05438042705852835,-1.920154619359701,-4.993048669839253,true
0.05440855994621385,-1.919283703966149,-4.990095068326851,true
0.054448205217397516,-1.9180591476267077,-4.9859453944631955,true
0.05450414190384932,-1.9163368231406475,-4.980115372839442,true
0.05458319988767362,-1.913913341307527,-4.971924729025523,true
0.05469520619889441,-1.9105011620102554,-4.960417942856613,true
0.054831387870109174,-1.9063856298927322,-4.946578795778331,true
0.05496918131545182,-1.9022577052461367,-4.932741501712685,true
0.05510860996728522,-1.8981172459989855,-4.918906088387847,true
0.05524969775893571,-1.8939641072075861,-4.905072583712172,true
0.05539246913464928,-1.8897981411125886,-4.891241016235757,true
0.05553694906438963,-1.8856191970616385,-4.877411415170488,true
0.05568316305920673,-1.8814271214291538,-4.863583810410893,true
0.0558311371871344,-1.8772217575333803,-4.849758232555804,true
0.055980898089723764,-1.8730029455503159,-4.835934712930907,true
0.056132472999175724,-1.8687705224245605,-4.822113283612201,true
0.05628588975612576,-1.8645243217769019,-4.808293977450411,true
0.05644117682812686,-1.8602641738084083,-4.794476828096415,true
0.056598363328822364,-1.8559899052010231,-4.7806618700277195,true
0.056757479037872836,-1.8517013390143933,-4.766849138576043,true
0.05691855442168641,-1.847398294578701,-4.753038669956079,true
0.057081620654931296,-1.8430805873835308,-4.739230501295465,true
0.05724670964294253,-1.8387480289623002,-4.725424670666055,true
0.057413854044996125,-1.834400426772339,-4.711621217116537,true
0.05758308729856547,-1.830037584070098,-4.697820180706488,true
0.05775444364452827,-1.8256592997815686,-4.684021602541917,true
0.057927958153454175,-1.8212653683673912,-4.67022552481241,true
0.05810366675295392,-1.8168555796826222,-4.6564319908299225,true
0.058281606256201914,-1.8124297188307275,-4.64264104506935,true
0.058461814391647014,-1.8079875660116385,-4.628852733210941,true
0.05864432983401045,-1.8035288963634573,-4.615067102184676,true
0.05882919223660902,-1.7990534797975992,-4.6012842002167105,true
0.05901644226508881,-1.7945610808269474,-4.587504076878009,true
0.05920612163264421,-1.7900514583867018,-4.573726783135283,true
0.059398273136792926,-1.7855243656475224,-4.559952371404377,true
0.05959294069779442,-1.780979549820592,-4.546180895606233,true
0.05979016939882923,-1.7764167519540472,-4.532412411225613,true
0.05999000552796181,-1.7718357067205712,-4.51864697537268,true
0.06019249662208775,-1.7672361421953289,-4.504884646847702,true
0.060397691512886605,-1.7626177796240066,-4.491125486208976,true
0.060605640374948616,-1.7579803331802362,-4.477369555844225,true
0.06081639477619655,-1.7533235097118287,-4.463616920045681,true
0.06103000773069054,-1.7486470084752952,-4.449867645089038,true
0.06124653375400611,-1.743950520857865,-4.43612179931658,true
0.0614660289213356,-1.739233730086254,-4.422379453224706,true
0.06168855092841728,-1.7344963109216227,-4.40864067955615,true
0.06191415915555262,-1.7297379293395834,-4.394905553397214,true
0.0621429147348137,-1.7249582421946825,-4.381174152280314,true
0.062374880620696044,-1.720156896868213,-4.367446556292223,true
0.06261012166440968,-1.7153335308984208,-4.353722848188374,true
0.06284870469203303,-1.710487771592022,-4.340003113513646,true
0.06309069858678962,-1.7056192356158353,-4.326287440730076,true
0.06333617437569743,-1.7007275285673433,-4.3125759213519705,true
0.06358520532089836,-1.6958122445227095,-4.298868650088959,true
0.0638378670159412,-1.6908729655610066,-4.285165724997525,true
0.06409423748739461,-1.6859092612628508,-4.271467247641659,true
0.06435439730210024,-1.6809206881820045,-4.257773323263266,true
0.06461842968048019,-1.675906789288004,-4.24408406096307,true
0.0648864206163334,-1.6708670933777825,-4.230399573892807,true
0.06515845900352085,-1.6658011144544427,-4.216719979459523,true
0.06543463677006926,-1.6607083510706129,-4.203045399542945,true
0.06571504902022254,-1.655588285634088,-4.189375960726921,true
0.06599979418501145,-1.6504403836729407,-4.175711794546054,true
0.06628897418191661,-1.6452640930575224,-4.162053037748674,true
0.06658269458443168,-1.6400588431756293,-4.148399832577594,true
0.06688106480211789,-1.6348240440580073,-4.13475232706997,true
0.06718419827203027,-1.6295590854502087,-4.121110675377914,true
0.06749221266244221,-1.624263335826552,-4.107475038111638,true
0.06780523008969969,-1.6189361413422243,-4.093845582706961,true
0.06812337734938902,-1.6135768247182591,-4.08022248381937,true
0.0684467861628744,-1.6081846840544132,-4.0666059237469145,true
0.06877559344050313,-1.6027589915640528,-4.052996092884513,true
0.06910994156285985,-1.5972989922247487,-4.03939319021252,true
0.06944997868155743,-1.5918039023377433,-4.025797423822668,true
0.0697958590412943,-1.586272907988487,-4.012209011484906,true
0.07014774332493422,-1.5807051634002,-3.9986281812589355,true
0.07050579902370899,-1.5750997891709633,-3.985055172154807,true
0.07087020083473625,-1.5694558703844204,-3.9714902348472974,true
0.07124113108834836,-1.5637724545828038,-3.9579336324494365,true
0.07161878020799103,-1.558048549589883,-3.9443856413511353,true
0.07200334720569085,-1.5522831211703176,-3.9308465521295544,true
0.07239504021653424,-1.5464750905099796,-3.917316670538731,true
0.07279407707587911,-1.540623331500603,-3.903796318586819,true
0.07320068594352308,-1.5347266678098996,-3.890285835710407,true
0.07361510597950563,-1.5287838697162968,-3.8767855800565525,true
0.07403758807682416,-1.5227936506848359,-3.8632959298845937,true
0.07446839565690004,-1.5167546636583709,-3.8498172851013215,true
0.07490780553447207,-1.5106654970346023,-3.8363500689450127,true
